,Time,Open,High,Low,Close,Volume,HLC3,ESA,DE,CI,wt1,wt2,wtVwap,wtOversold,wtOverbought,wtCross,wtCrossUp,wtCrossDown,wtCrosslast,wtCrossUplast,wtCrossDownlast,Buy,Sell
10,2022-01-13 05:15:00,43587.72,43605.79,43579.75,43605.79,34805.0775803344,43597.11000000001,43624.11196410438,21.130564561038256,-85.19085872463901,-113.6509516979504,-116.90216654321716,3.251214845266759,True,False,False,True,False,False,True,False,False,False
11,2022-01-13 05:20:00,43605.8,43622.71,43582.92,43622.06,31353.0197702008,43609.23,43621.13557128351,19.285565905531282,-41.15537786764746,-102.49778649328842,-111.65808408265771,9.160297589369293,True,False,False,True,False,False,True,False,False,False
12,2022-01-13 05:25:00,43627.92,43700.0,43627.92,43700.0,66192.8453627833,43675.973333333335,43632.10312369348,24.202494652396148,120.84211502418347,-68.13780164444658,-94.76217994522847,26.624378300781885,True,False,False,True,False,False,True,False,False,False
13,2022-01-13 05:30:00,43709.1,43754.32,43649.7,43653.83,56745.1631364879,43685.95,43642.872498954785,27.97749593095943,102.64797857896379,-41.86306622546037,-70.8328847877318,28.969818562271428,True,False,False,True,False,False,True,False,False,False
14,2022-01-13 05:35:00,43653.82,43686.35,43653.82,43680.31,47186.38422509455,43673.49333333333,43648.99666583049,27.28133024533572,59.86185982024356,-26.21307760304438,-45.40464849098378,19.191570887939402,False,False,False,True,False,False,True,False,False,False
15,2022-01-13 05:40:00,43680.31,43684.82,43635.61,43639.77,43210.5300180085,43653.399999999994,43649.87733266439,22.529597663388778,10.423820813351472,-20.576631692829633,-29.550925173778126,8.974293480948493,False,False,False,True,False,False,True,False,False,False
16,2022-01-13 05:45:00,43639.76,43680.22,43636.34,43673.81,50506.37713209375,43663.456666666665,43652.59319946485,20.19637157107424,35.85946833266832,-11.894154765829946,-19.561288020567986,7.66713325473804,False,False,False,True,False,False,True,False,False,False
17,2022-01-13 05:50:00,43673.82,43717.71,43673.82,43703.86,56812.6048968725,43698.46333333334,43661.76722623855,23.496318675816852,104.11874189340159,5.953983181744139,-8.83893442563848,14.792917607382618,False,False,False,True,False,False,True,False,False,False
18,2022-01-13 05:55:00,43703.77,43703.77,43668.01,43668.57,29405.2165918299,43680.11666666667,43665.43711432417,21.73296540915254,45.030063979252475,11.965687919822344,2.0085054452455124,9.95718247457683,False,False,False,True,False,False,True,False,False,False
19,2022-01-13 06:00:00,43668.56,43707.59,43642.91,43705.59,50215.37312591676,43685.363333333335,43669.42235812601,20.574567368787257,51.65268661253262,18.071380026393157,11.997017042653212,6.074362983739945,False,False,False,True,False,False,True,False,False,False
20,2022-01-13 06:05:00,43705.51,43744.86,43688.48,43688.48,17992.54965692,43707.27333333334,43676.99255316748,22.51580992820109,89.65783083802428,29.084680151259484,19.707249365824996,9.377430785434488,False,False,False,True,False,False,True,False,False,False
21,2022-01-13 06:10:00,43688.47,43732.69,43684.92,43716.06,37982.8378267034,43711.22333333333,43683.83870920065,23.48957276909598,77.72136286986614,36.56724672335282,27.907768967001818,8.659477756350999,False,False,False,True,False,False,True,False,False,False
22,2022-01-13 06:15:00,43716.06,43789.45,43716.06,43789.44,34184.74564344,43764.98333333334,43700.06763402719,31.774798076506357,136.19955276053662,51.89529380599648,39.18240689353626,12.71288691246022,False,False,False,True,False,False,True,False,False,False
23,2022-01-13 06:20:00,43789.44,43789.44,43751.93,43762.63,151149.331205,43768.0,43713.65410722175,36.28901701685479,99.83900960632623,59.27125008297029,49.244596870773194,10.026653212197097,False,False,False,True,False,False,True,False,False,False
24,2022-01-13 06:25:00,43762.64,43770.89,43737.28,43740.7,29519.3259936692,43749.62333333333,43720.84795244407,34.78628979133572,55.14697708372553,58.63674654462494,56.60109681119724,2.0356497334277037,False,True,False,True,False,True,False,True,False,False
25,2022-01-13 06:30:00,43739.7,43739.7,43718.54,43738.08,124637.9481189615,43732.10666666667,43723.09969528859,29.630426108683743,20.265140850013342,52.73342259160777,56.88047307306766,-4.1470504814598925,False,True,True,False,True,False,False,True,False,True
26,2022-01-13 06:35:00,43738.08,43780.94,43738.08,43769.78,65847.8908202676,43762.93333333333,43731.06642289754,30.077722974105093,70.63236460912897,55.48710597891873,55.61909170505047,-0.1319857261317452,False,True,False,False,True,False,False,True,False,False
27,2022-01-13 06:40:00,43767.88,43767.88,43692.7,43715.65,105080.93125395016,43725.409999999996,43729.93513831803,24.9672060428914,-12.082885339707474,45.09172269913008,51.10408375655219,-6.012361057422112,False,False,False,False,True,False,False,True,False,False
28,2022-01-13 06:45:00,43720.16,43728.98,43685.14,43685.15,31314.0756225568,43699.75666666666,43723.89944398776,24.802320298532365,-64.89386753739818,28.170862662741115,42.91656378026331,-14.745701117522195,False,False,False,False,True,False,False,True,False,False
29,2022-01-13 06:50:00,43686.14,43686.14,43646.65,43665.03,55210.2667790591,43665.94,43712.30755519021,29.115367276866927,-106.16971843833514,7.503080954883231,26.921888772251474,-19.418807817368243,False,False,False,False,True,False,False,True,False,False
30,2022-01-13 06:55:00,43664.48,43729.8,43659.53,43722.16,75126.6235159731,43703.829999999994,43710.61204415216,24.648702651927337,-18.34320788384012,3.526728825848869,13.066890814491073,-9.540161988642204,False,False,False,False,True,False,False,True,False,False
31,2022-01-13 07:00:00,43712.85,43712.86,43665.55,43680.64,68230.65002348996,43686.35,43705.75963532174,23.60088918588971,-54.827412557386886,-5.450831386956631,1.8596594645918227,-7.310490851548454,False,False,False,False,True,False,False,True,False,False
32,2022-01-13 07:05:00,43680.46,43711.2,43666.92,43711.2,50635.17516715,43696.44,43703.89570825739,20.371853000189432,-24.398723923376025,-8.365891777175,-3.4299981127609205,-4.935893664414079,False,False,False,False,True,True,True,False,False,False
33,2022-01-13 07:10:00,43713.09,43726.17,43700.47,43704.25,73006.0835435836,43710.29666666667,43705.17589993925,17.321635745635778,19.708557177156628,-4.046745784200903,-5.954489649444177,1.9077438652432743,False,False,True,True,False,False,True,False,False,False
34,2022-01-13 07:15:00,43705.35,43743.71,43704.25,43741.47,66446.7620600745,43729.81,43710.1027199514,17.798764606228318,73.815160713279,7.932009061565237,-1.4935428332702216,9.42555189483546,False,False,False,True,False,False,True,False,False,False
35,2022-01-13 07:20:00,43741.46,43764.35,43722.4,43764.35,27039.0290423651,43750.36666666667,43718.155509294455,20.68124315942547,103.83372386887955,22.686119031921287,8.85712743642854,13.828991595492747,False,False,False,True,False,False,True,False,False,False
36,2022-01-13 07:25:00,43765.65,43765.65,43694.65,43706.39,78804.252487472,43722.23,43718.97040743557,17.196913040427294,12.636347607937036,21.140000351308323,17.252709481598284,3.8872908697100392,False,False,False,True,False,True,False,True,False,False
37,2022-01-13 07:30:00,43706.38,43728.16,43646.11,43651.76,59434.5002847076,43675.34333333333,43710.244992615124,20.737862288700516,-112.19947615915501,0.6262347343139645,14.817451372514526,-14.191216638200562,False,False,True,False,True,False,False,True,False,False
38,2022-01-13 07:35:00,43651.76,43652.76,43628.9,43645.1,59372.416419099,43642.253333333334,43696.646660758764,27.468955316046507,-132.01163956328932,-19.779592080701928,0.6622143349734534,-20.44180641567538,False,False,False,False,True,False,False,True,False,False
39,2022-01-13 07:40:00,43645.1,43645.54,43571.66,43610.62,198670.43164351504,43609.27333333334,43679.17199527368,35.954896640906014,-129.60434409151765,-36.67570777467358,-18.60968837368718,-18.066019400986402,False,False,False,False,True,False,False,True,False,False
40,2022-01-13 07:45:00,43610.62,43671.37,43597.29,43667.13,53615.7391944349,43645.263333333336,43672.390262885616,34.189303223180765,-52.895549182348496,-39.17106799123896,-31.87545594887149,-7.295612042367466,False,False,False,False,True,True,True,False,False,False
41,2022-01-13 07:50:00,43667.14,43699.03,43667.11,43699.03,60786.2622394135,43688.39,43675.590210308495,29.911400516845408,28.528229973262604,-28.755791381315642,-34.8675223824094,6.111731001093755,False,False,True,True,False,False,True,False,False,False
42,2022-01-13 07:55:00,43708.99,43710.54,43678.22,43699.25,50299.315114475,43696.003333333334,43679.672834913465,27.195220097450207,40.03276644780806,-18.172936330681228,-28.69993190107861,10.526995570397382,False,False,False,True,False,False,True,False,False,False
43,2022-01-13 08:00:00,43699.25,43741.36,43678.23,43733.77,69161.34045357538,43717.78666666666,43687.2956012641,27.854389158471946,72.97728490612641,-4.14982537117236,-17.026184361056412,12.876358989884052,False,False,False,True,False,False,True,False,False,False
44,2022-01-13 08:05:00,43735.02,43777.16,43735.02,43776.39,29646.954683751,43762.85666666667,43702.40781434462,34.373281791187516,117.23999799081822,14.525532069133885,-2.5990765442399013,17.124608613373788,False,False,False,True,False,False,True,False,False,False
45,2022-01-13 08:10:00,43779.78,43863.5,43779.78,43861.05,1244737.2667800311,43834.77666666667,43728.88158480903,48.677641804478284,145.02904952132,34.60299629254713,14.99290099683622,19.610095295710913,False,False,False,True,False,False,True,False,False,False
46,2022-01-13 08:15:00,43859.61,43871.65,43810.0,43817.76,295491.5425184085,43833.136666666665,43749.732601180556,55.622926540804464,99.96365488479495,44.65848222981603,31.26233686383235,13.396145365983681,False,False,False,True,False,False,True,False,False,False
47,2022-01-13 08:20:00,43827.67,43849.95,43808.08,43815.06,32400.913923872,43824.363333333335,43764.658747611116,56.43925837708724,70.52370688893474,48.637747561988135,42.63307536145043,6.004672200537705,False,False,False,True,False,False,True,False,False,False
48,2022-01-13 08:25:00,43815.06,43842.9,43788.03,43823.52,44944.3287755282,43818.149999999994,43775.35699808889,53.71000708388998,53.116112787277835,49.32672682741732,47.5409855397405,1.7857412876768208,False,False,False,True,False,False,True,False,False,False
49,2022-01-13 08:30:00,43821.43,43874.54,43821.33,43871.68,20219.75339095085,43855.85,43791.45559847111,55.8468859728894,76.87017865257167,53.56418095436414,50.50955178125653,3.0546291731076067,False,False,False,True,False,False,True,False,False,False
50,2022-01-13 08:35:00,43871.67,43871.67,43812.39,43825.69,22166.473943,43836.583333333336,43800.481145443555,51.89794635626771,46.375872167718704,52.45828729488023,51.783065025553896,0.6752222693263334,False,False,False,True,False,True,False,True,False,False
51,2022-01-13 08:40:00,43825.69,43833.33,43807.45,43833.33,35624.2168982856,43824.70333333333,43805.32558302151,45.39390714737779,28.45866553398229,48.76603779320362,51.59616868081599,-2.83013088761237,False,False,True,False,True,False,False,True,False,False
52,2022-01-13 08:45:00,43845.14,43845.14,43824.5,43830.97,52230.77244364,43833.53666666666,43810.96779975054,40.828899101125685,36.851131450166086,46.932975278890154,49.38576678899134,-2.4527915101011857,False,False,False,False,True,False,False,True,False,False
53,2022-01-13 08:50:00,43831.04,43850.0,43821.16,43843.42,18720.44653833115,43838.193333333336,43816.4129064671,37.019204654147885,39.22365354184929,45.74692578088387,47.14864628432588,-1.4017205034420073,False,False,False,False,True,True,True,False,False,False
54,2022-01-13 08:55:00,43843.34,43899.9,43839.33,43897.71,99084.41656427605,43878.98,43828.926325173685,39.626098688582005,84.2099466140331,51.66431360136837,48.114738220380794,3.5495753809875765,False,False,True,True,False,True,False,True,False,False
55,2022-01-13 09:00:00,43898.7,43899.93,43806.95,43808.68,1142773.651364108,43838.52,43830.84506013895,33.23586692307524,15.394894274533625,46.08440293570148,47.83188077265124,-1.7474778369497557,False,False,True,False,True,False,False,True,False,False
56,2022-01-13 09:05:00,43808.68,43812.75,43787.74,43805.57,10651.447106322756,43802.02,43825.080048111166,31.20070316069394,-49.272496610951045,31.41411069775494,43.0542757449416,-11.64016504718666,False,False,False,False,True,False,False,True,False,False
57,2022-01-13 09:10:00,43805.56,43812.0,43784.91,43803.27,54282.89255233555,43800.06,43820.076038488936,28.963770226342884,-46.07143874921327,19.493256936682904,32.33059019004644,-12.83733325336354,False,False,False,False,True,False,False,True,False,False
58,2022-01-13 09:15:00,43803.27,43803.27,43762.59,43766.32,778674.0816223781,43777.39333333333,43811.53949745782,30.000249005972226,-75.87973490418257,4.820488961165138,18.575952198534328,-13.75546323736919,False,False,False,False,True,False,False,True,False,False
59,2022-01-13 09:20:00,43765.32,43794.52,43765.32,43792.52,51936.248401638695,43784.119999999995,43806.05559796626,28.387318798030794,-51.515016552124926,-3.8465118870333335,6.822411336938235,-10.668923223971568,False,False,False,False,True,True,True,False,False,False
60,2022-01-13 09:25:00,43792.44,43946.61,43792.44,43893.15,542338.652492068,43877.4,43820.32447837301,34.124959363822626,111.50298333150684,13.899564300434385,4.957847124855396,8.941717175578988,False,False,True,True,False,False,True,False,False,False
61,2022-01-13 09:30:00,43893.14,43988.19,43892.53,43953.91,860095.3182288612,43944.87666666667,43845.234916031746,47.22831761804298,140.65255149219703,33.400023868397874,14.484358760599642,18.915665107798233,False,False,False,True,False,False,True,False,False,False
62,2022-01-13 09:35:00,43952.53,43952.53,43859.68,43869.47,291134.7101992761,43893.89333333333,43854.966599492065,45.568000862688045,56.95039370363988,37.02315768920434,28.107581952678867,8.915575736525472,False,False,False,True,False,True,False,True,False,False
63,2022-01-13 09:40:00,43869.47,43869.47,43751.39,43762.24,98160.8099387645,43794.36666666667,43842.84661292699,46.150389942214176,-70.03183334748475,20.553159068175248,30.32544687525915,-9.772287807083902,False,False,True,False,True,False,False,True,False,False
64,2022-01-13 09:45:00,43775.89,43829.39,43775.64,43778.84,121540.498874302,43794.62333333333,43833.201957008256,44.63603668875661,-57.6195476970501,8.526588796602118,22.034301851327232,-13.507713054725114,False,False,False,False,True,False,False,True,False,False
65,2022-01-13 09:50:00,43777.83,43864.94,43750.0,43861.28,139785.8660327133,43825.40666666667,43831.64289893994,36.956075805659964,-11.249809649826227,5.484065958690065,11.521271274489143,-6.037205315799078,False,False,False,False,True,True,True,False,False,False
66,2022-01-13 09:55:00,43861.2,43873.81,43839.1,43873.81,82017.8068475595,43862.24,43837.76231915195,34.460396814137084,47.35422516087376,11.925628912872172,8.645427889388117,3.2802010234840555,False,False,True,True,False,False,True,False,False,False
67,2022-01-13 10:00:00,43879.46,43928.65,43871.38,43926.95,38990.54881910709,43908.993333333325,43852.00852198823,38.96527972032836,97.49673171277873,25.09041395901164,14.166702943524625,10.923711015487017,False,False,False,True,False,False,True,False,False,False
68,2022-01-13 10:05:00,43927.74,44009.91,43927.74,43949.48,289663.6117567438,43962.37666666667,43874.082150923925,48.831126924811834,120.5440345167513,39.77558635251005,25.59720974146462,14.178376611045426,False,False,False,True,False,False,True,False,False,False
69,2022-01-13 10:10:00,43940.4,43988.67,43902.59,43976.45,84585.9359332048,43955.90333333333,43890.446387405806,52.156290725354,83.66769059838191,46.52821777495188,37.13140602882452,9.396811746127355,False,False,False,True,False,False,True,False,False,False
70,2022-01-13 10:15:00,43975.46,44015.32,43957.75,43965.72,93737.9756105075,43979.59666666667,43908.276443257986,55.98907726202034,84.92159172989872,52.43489069109755,46.24623160618649,6.188659084911059,False,False,False,True,False,True,False,True,False,False
71,2022-01-13 10:20:00,43963.17,43981.24,43891.64,43903.8,86885.3648429517,43925.56,43911.733154606394,47.55663088833696,19.382989831034482,47.34998286647246,48.77103044417396,-1.4210475777015006,False,False,True,False,True,False,False,True,False,False
72,2022-01-13 10:25:00,43903.79,43933.1,43871.73,43883.89,75002.7137396073,43896.24,43908.63452368512,40.52420944769385,-20.3903195218313,36.928397883656494,45.57109048040883,-8.642692596752333,False,False,False,False,True,False,False,True,False,False
73,2022-01-13 10:30:00,43882.81,43946.36,43836.14,43945.11,154965.4090134296,43909.20333333333,43908.74828561477,32.510377101867505,0.9331332723626228,31.39066486653436,38.55634853888777,-7.165683672353406,False,False,False,False,True,False,False,True,False,False
74,2022-01-13 10:35:00,43944.12,43946.1,43924.49,43928.23,35773.6981061808,43932.94,43913.58662849182,29.878975983129884,43.181692971688214,33.20466919040418,33.84124398019834,-0.6365747897941603,False,False,False,False,True,False,False,True,False,False
75,2022-01-13 10:40:00,43923.51,43923.51,43852.01,43866.07,66387.43669966,43880.53,43906.97530279346,29.192241345195473,-60.393450622135354,18.804958450013487,27.80009750231734,-8.995139052303852,False,False,False,False,True,False,False,True,False,False
76,2022-01-13 10:45:00,43866.07,43895.94,43851.61,43866.45,60731.5111683458,43871.333333333336,43899.84690890144,29.056508189777176,-65.42097300398905,5.847122841705405,19.285583494041024,-13.43846065233562,False,False,False,False,True,False,False,True,False,False
77,2022-01-13 10:50:00,43866.45,43869.88,43806.91,43842.79,72904.14878273975,43839.86000000001,43887.84952712116,32.843111976051716,-97.41165241617482,-10.038842582583861,4.871079569711672,-14.909922152295533,False,False,False,False,True,False,False,True,False,False
78,2022-01-13 10:55:00,43842.24,43842.24,43765.93,43792.09,155346.599932,43800.08666666667,43870.296955030266,40.316547253560614,-116.09838167610029,-26.355694750817158,-10.182471497231875,-16.173223253585284,False,False,False,False,True,False,False,True,False,False
79,2022-01-13 11:00:00,43792.09,43828.9,43743.79,43743.79,54017.33385438216,43772.16,43850.66956402422,47.955150607691365,-109.14304029123754,-39.09220944934337,-25.16224892758147,-13.929960521761902,False,False,False,False,True,False,False,True,False,False
80,2022-01-13 11:05:00,43742.64,43750.0,43716.52,43732.95,142312.599016916,43733.156666666655,43827.16698455271,57.166184063363445,-109.63394930803848,-49.94478481221954,-38.46422967079336,-11.48055514142618,False,False,False,False,True,False,False,True,False,False
81,2022-01-13 11:10:00,43738.31,43738.31,43655.43,43666.7,100216.8194288375,43686.81333333333,43799.09625430883,68.18953144579076,-109.77532630480341,-59.14948350338629,-49.39549258831641,-9.753990915069885,False,False,False,False,True,False,False,True,False,False
82,2022-01-13 11:15:00,43665.85,43688.19,43622.75,43679.77,94851.98150029485,43663.57,43771.99100344707,76.23582584604603,-94.81194459764643,-64.6360159794263,-57.91009476501072,-6.725921214415585,True,False,False,False,True,False,False,True,False,False
83,2022-01-13 11:20:00,43679.77,43720.53,43625.0,43625.0,49758.361222093,43656.84333333333,43748.96146942432,79.41228789503491,-77.33323438370127,-66.58943419546861,-63.45831122609374,-3.1311229693748714,True,False,False,False,True,False,False,True,False,False
84,2022-01-13 11:25:00,43624.99,43643.94,43518.78,43631.19,243757.6933011969,43597.97,43718.763175539454,87.68846542391852,-91.83509290949802,-70.47338168993468,-67.23294395494321,-3.240437734991474,True,False,False,False,True,True,True,False,False,False
85,2022-01-13 11:30:00,43631.2,43704.5,43631.2,43673.26,218438.95863455895,43669.65333333333,43708.94120709823,78.00834709211496,-33.575786207005294,-64.79682853871478,-67.2865481413727,2.489719602657928,True,False,True,True,False,False,True,False,True,False
86,2022-01-13 11:35:00,43673.26,43713.73,43662.39,43706.83,55383.62924916375,43694.31666666667,43706.01629901192,64.7466041427415,-12.04658529988121,-56.681406501971146,-63.98387224354021,7.3024657415690655,True,False,False,True,False,False,True,False,False,False
87,2022-01-13 11:40:00,43706.83,43707.71,43688.87,43699.92,110169.0764858052,43698.833333333336,43704.57970587621,52.94655782276824,-7.235437365743294,-49.074334327166866,-56.85085645595094,7.776522128784073,True,False,False,True,False,False,True,False,False,False
88,2022-01-13 11:45:00,43700.11,43700.11,43588.15,43667.44,209132.5756506061,43651.9,43694.04376470097,50.78599919840782,-55.322024923078104,-50.035517495768595,-51.930419441635536,1.8949019458669412,False,False,False,True,False,True,False,True,False,False
89,2022-01-13 11:50:00,43667.45,43688.95,43617.72,43630.97,172042.50170318,43645.88,43684.41101176078,48.335001710882366,-53.144388672009335,-50.513805369036405,-49.87455239732396,-0.6392529717124447,False,False,True,False,True,False,False,True,False,False
90,2022-01-13 11:55:00,43630.84,43645.66,43612.0,43612.01,275111.3172372517,43623.223333333335,43672.17347607529,48.45802991709644,-67.34369628824258,-53.10301935660659,-51.2174474071372,-1.8855719494693872,False,False,False,False,True,True,True,False,False,False
91,2022-01-13 12:00:00,43612.01,43699.81,43591.0,43683.21,161841.77028682316,43658.00666666666,43669.34011419356,41.03311343905721,-18.413498395197045,-47.7661699779282,-50.460998234523736,2.6948282565955353,False,False,True,True,False,False,True,False,False,False
92,2022-01-13 12:05:00,43683.21,43790.68,43683.21,43751.91,401940.95052277,43741.93333333333,43683.85875802152,44.44140581360775,87.11781914277748,-27.01478703628117,-42.627992123605324,15.613205087324154,False,False,False,True,False,False,True,False,False,False
93,2022-01-13 12:10:00,43751.9,43801.26,43730.97,43787.34,478763.2218387603,43773.19,43701.72500641721,49.84612336744442,95.5808111776069,-8.15392577260608,-27.644960928938485,19.491035156332405,False,False,False,True,False,False,True,False,False,False
94,2022-01-13 12:15:00,43787.34,43787.34,43688.46,43707.54,657509.0291507035,43727.78,43706.93600513377,44.04569766720097,31.54904409161521,-2.04577656272588,-12.404829790537713,10.359053227811833,False,False,False,True,False,False,True,False,False,False
95,2022-01-13 12:20:00,43707.54,43728.94,43673.53,43727.49,267552.0376247951,43709.986666666664,43707.54613744035,35.72466397902296,4.554331106270533,-1.030375382880278,-3.743359239404084,2.712983856523806,False,False,False,True,False,False,True,False,False,False
96,2022-01-13 12:25:00,43726.93,43770.27,43698.67,43768.83,122350.3962137753,43745.92333333334,43715.221576618955,34.72008252609533,58.951005644086315,8.197529390499199,1.707125814964342,6.490403575534857,False,False,False,True,False,False,True,False,False,False
97,2022-01-13 12:30:00,43777.0,43790.47,43699.91,43784.13,195132.516853699,43758.170000000006,43723.811261295166,34.647813761844105,66.11045060641362,17.107209577562955,8.091454528393953,9.015755049169002,False,False,False,True,False,False,True,False,False,False
98,2022-01-13 12:35:00,43792.16,43792.16,43751.29,43778.52,55057.344525962,43773.99,43733.84700903614,35.746849202247475,74.8653226036624,25.993073120039796,17.09927069603398,8.893802424005816,False,False,False,True,False,False,True,False,False,False
99,2022-01-13 12:40:00,43778.52,43789.16,43737.24,43748.59,156372.6251107847,43758.329999999994,43738.743607228906,32.51475791601575,40.15898016049552,28.17244343395606,23.757575377186267,4.414868056769794,False,False,False,True,False,True,False,True,False,False
100,2022-01-13 12:45:00,43748.58,43769.71,43701.85,43727.35,127985.6235382891,43732.97,43737.58888578313,26.93558348943848,-11.43193051659824,22.079462826178478,25.414993126724777,-3.3355303005462993,False,False,True,False,True,False,False,True,False,False
101,2022-01-13 12:50:00,43728.33,43768.77,43707.97,43766.97,27541.56323974475,43747.90333333333,43739.651775293176,23.198778399581244,23.712622271240658,22.330718125418812,24.194208128517783,-1.8634900030989705,False,False,False,False,True,True,True,False,False,False
102,2022-01-13 12:55:00,43765.97,43811.91,43755.66,43810.82,188183.0701390152,43792.79666666667,43750.28075356787,27.062205339424168,104.73626118183543,35.00849398025214,26.472891643949804,8.535602336302336,False,False,True,True,False,False,True,False,False,False
103,2022-01-13 13:00:00,43810.82,43810.82,43725.37,43754.11,84646.29968225936,43763.43333333333,43752.91126952097,23.754177034010812,29.53042405213497,34.16571399131104,30.501642032327325,3.664071958983712,False,False,False,True,False,True,False,True,False,False
104,2022-01-13 13:05:00,43753.11,43796.21,43736.01,43736.01,183860.035322921,43756.07666666667,43753.54434895011,19.509805170519762,8.653145412174611,30.240703440674665,33.13830380407928,-2.8976003634046137,False,False,True,False,True,False,False,True,False,False
105,2022-01-13 13:10:00,43736.01,43757.8,43725.47,43756.8,51755.7663470412,43746.69,43752.1734791601,16.70453996843484,-21.88418705516315,22.221489518238076,28.87596898340792,-6.6544794651698425,False,False,False,False,True,False,False,True,False,False
106,2022-01-13 13:15:00,43756.79,43756.79,43681.87,43709.2,54363.9076591388,43715.95333333333,43744.92944999475,19.158855307031658,-100.82758493678257,3.29086267900413,18.58435187930562,-15.293489200301488,False,False,False,False,True,False,False,True,False,False
107,2022-01-13 13:20:00,43707.33,43757.31,43707.33,43712.34,127472.0882125786,43725.659999999996,43741.0755599958,18.410196244785936,-55.82254453215107,-5.803507661173594,6.569614845356199,-12.373122506529793,False,False,False,False,True,False,False,True,False,False
108,2022-01-13 13:25:00,43709.87,43709.87,43684.33,43694.94,151354.4212269982,43696.380000000005,43732.13644799664,21.87944659515647,-108.94988542825433,-21.6721811638014,-8.061608715323626,-13.610572448477775,False,False,False,False,True,True,True,False,False,False
109,2022-01-13 13:30:00,43695.03,43937.14,43681.78,43876.26,247702.67609700034,43831.72666666666,43752.05449173065,33.43799226332816,158.8456115199483,6.09978694139086,-7.125300627861383,13.225087569252242,False,False,True,True,False,False,True,False,False,False
110,2022-01-13 13:35:00,43881.66,43912.64,43811.32,43852.89,252789.3312752784,43858.94999999999,43773.43359338452,43.85367513375622,130.00264531936946,25.16176515338757,3.196456976992339,21.965308176395233,False,False,False,True,False,False,True,False,False,False
111,2022-01-13 13:40:00,43852.89,43869.65,43809.2,43813.06,146150.9702277168,43830.636666666665,43784.87420804096,44.235431832146574,68.96802966960325,31.9011904635746,21.054247519451007,10.846942944123594,False,False,False,True,False,False,True,False,False,False
112,2022-01-13 13:45:00,43813.06,43878.52,43813.06,43869.88,135116.919223732,43853.82,43798.66336643277,46.419672179163726,79.21445223244577,39.1801538126317,32.08103647653129,7.099117336100413,False,False,False,True,False,False,True,False,False,False
113,2022-01-13 13:50:00,43869.89,43901.44,43844.59,43881.19,101180.853932788,43875.74,43814.07869314621,49.46799911408788,83.09925333288054,45.93693835420844,39.00609421013825,6.930844144070193,False,False,False,True,False,False,True,False,False,False
114,2022-01-13 13:55:00,43881.03,43929.98,43843.8,43929.97,141125.5603479059,43901.25,43831.51295451697,53.52180838787645,86.864336343846,52.23346112184499,45.78351776289504,6.449943358949952,False,False,False,True,False,False,True,False,False,False
