Date,Open,High,Low,Close,Adj Close,Volume
2020-03-22,38.371738,39.477177,35.498974,35.628056,35.628056,3148219029
2020-03-23,35.577431,38.845856,35.416386,38.765766,38.765766,3598154774
2020-03-24,38.747993,40.754646,38.268036,40.490646,40.490646,3331925793
2020-03-25,40.479458,40.696136,38.545746,39.151222,39.151222,3133347522
2020-03-26,39.172966,40.170464,38.787258,40.160599,40.160599,2827963692
2020-03-27,40.183334,40.595192,38.885971,38.918476,38.918476,2962853270
2020-03-28,38.862179,39.329887,37.102375,38.873756,38.873756,3119837445
2020-03-29,38.865280,38.934750,37.210598,37.332542,37.332542,2683734233
2020-03-30,37.264854,39.324711,37.260727,39.138290,39.138290,3318334905
2020-03-31,39.119137,39.372299,38.681515,39.299103,39.299103,3359087002
2020-04-01,39.284687,39.380814,37.445934,39.380814,39.380814,3303999600
2020-04-02,39.363480,41.645641,39.254028,39.874168,39.874168,3985953572
2020-04-03,39.887630,41.084400,39.684814,40.359135,40.359135,3482692346
2020-04-04,40.344578,40.833725,39.964409,40.675556,40.675556,3229457622
2020-04-05,40.690037,40.999851,39.928326,40.670139,40.670139,3084146015
2020-04-06,40.658787,44.494198,40.544903,44.391121,44.391121,4287968687
2020-04-07,44.402138,47.201740,44.114861,44.667931,44.667931,4391267713
2020-04-08,44.678623,46.753803,44.350834,46.319859,46.319859,3831132142
2020-04-09,46.348034,46.583435,45.174339,46.384979,46.384979,3628019378
2020-04-10,46.400341,46.468353,41.331821,42.269814,42.269814,4008964133
2020-04-11,42.256741,42.966843,41.688248,42.319099,42.319099,3374908252
2020-04-12,42.320835,43.286934,42.007198,42.450287,42.450287,3639638078
2020-04-13,42.499252,42.499252,39.959061,41.204342,41.204342,3998289644
2020-04-14,41.222858,41.823635,40.677822,41.053841,41.053841,3713345006
2020-04-15,41.080093,41.708031,39.449886,39.589069,39.589069,3696959521
2020-04-16,39.643715,43.014286,38.601559,42.689018,42.689018,4985504369
2020-04-17,null,null,null,null,null,null
2020-04-18,42.751598,44.381767,42.533524,44.362896,44.362896,4508378329
2020-04-19,44.348003,44.506847,42.596107,42.634750,42.634750,4563334114
2020-04-20,42.674625,43.375874,40.462975,40.828384,40.828384,4293209435
2020-04-21,40.809624,41.261909,40.416969,41.040142,41.040142,3954491838
2020-04-22,40.993271,42.320145,40.688766,41.887413,41.887413,4029531589
2020-04-23,41.877735,43.367367,41.433205,42.937214,42.937214,4757478698
2020-04-24,42.994709,45.172287,42.944038,44.810452,44.810452,4786600723
2020-04-25,44.815205,45.647766,44.370213,44.714909,44.714909,4769855704
2020-04-26,44.719917,45.339993,44.312630,44.689087,44.689087,4687873111
2020-04-27,44.677433,45.419842,43.885460,44.710064,44.710064,4473729902
2020-04-28,44.738171,46.307301,44.074818,46.028702,46.028702,4413476561
2020-04-29,46.091522,49.622128,46.007324,49.181301,49.181301,5673988960
2020-04-30,49.147854,50.921558,46.583843,46.714020,46.714020,5724477325
2020-05-01,46.714264,48.596474,46.714264,47.791702,47.791702,4581731065
2020-05-02,47.770359,49.567081,47.448662,49.458046,49.458046,4453777871
2020-05-03,49.464958,50.044678,47.550114,48.267159,48.267159,4667453994
2020-05-04,48.243027,48.346298,46.037292,47.473492,47.473492,4488284400
2020-05-05,47.450291,47.905041,46.370968,46.787258,46.787258,4187625277
2020-05-06,46.768917,47.778015,45.942867,45.942867,45.942867,4575858023
2020-05-07,46.019604,48.066963,45.031567,47.330116,47.330116,5080727910
2020-05-08,47.307724,48.545975,46.629044,47.882217,47.882217,4780707207
2020-05-09,47.839458,48.939835,47.133080,47.274185,47.274185,4740601428
2020-05-10,47.260593,47.260593,40.574226,42.367626,42.367626,5783062532
2020-05-11,42.358269,42.863331,40.135761,41.699963,41.699963,5121746343
2020-05-12,41.739216,42.684315,41.412781,42.111881,42.111881,4734936547
2020-05-13,42.074535,43.548279,41.953808,43.134560,43.134560,4565388581
2020-05-14,43.094921,44.229015,42.479401,43.945335,43.945335,5023559798
2020-05-15,43.945839,44.064014,42.467709,42.833981,42.833981,4340414828
2020-05-16,42.851360,43.741074,42.578529,43.212898,43.212898,3879155974
2020-05-17,43.180321,44.356815,43.096382,43.640835,43.640835,3901110454
2020-05-18,43.643074,46.244678,43.586994,45.201073,45.201073,4473025831
2020-05-19,45.213310,45.383614,44.344105,45.383614,45.383614,3612370257
2020-05-20,45.387444,45.963009,43.716595,44.172127,44.172127,3448255432
2020-05-21,44.156235,44.447807,41.883862,42.742702,42.742702,3143718509
2020-05-22,42.730370,44.575794,42.511730,44.207581,44.207581,2908274408
2020-05-23,44.208248,44.533176,43.706081,44.033119,44.033119,2576920703
2020-05-24,44.018593,44.377956,42.442669,42.448895,42.448895,2656112321
2020-05-25,42.405674,43.438759,42.099075,42.946129,42.946129,2701310002
2020-05-26,42.927200,43.007381,42.120792,42.432056,42.432056,2475471673
2020-05-27,42.409096,44.066753,42.368759,43.861431,43.861431,2757608482
2020-05-28,43.871845,44.862690,43.504929,44.758698,44.758698,2743046058
2020-05-29,44.776535,45.377190,44.324528,44.652466,44.652466,2632197768
2020-05-30,44.632866,47.540939,44.226460,47.538631,47.538631,2852777896
2020-05-31,47.539280,47.565048,45.324070,45.591885,45.591885,2637761668
2020-06-01,45.574230,48.395439,45.425323,48.125233,48.125233,3035652544
2020-06-02,48.094391,49.761257,45.261967,45.923515,45.923515,3060955005
2020-06-03,45.929836,47.631241,45.663254,47.172894,47.172894,2691495449
2020-06-04,47.200630,47.994480,46.575047,47.637596,47.637596,2697436350
2020-06-05,47.674435,47.918568,46.870819,47.053146,47.053146,2551367878
2020-06-06,47.066727,47.324432,46.428371,46.731956,46.731956,2160092222
2020-06-07,46.744019,46.938652,45.387234,46.668003,46.668003,2385218875
2020-06-08,46.659168,46.879986,46.058006,46.473972,46.473972,2357747091
2020-06-09,46.471443,46.737926,45.665775,46.069412,46.069412,2141209283
2020-06-10,46.069267,46.892284,45.894508,46.679977,46.679977,2146762421
2020-06-11,46.683582,46.903816,42.969040,43.514709,43.514709,2554226325
2020-06-12,43.500725,45.273815,43.117912,44.828053,44.828053,2260548556
2020-06-13,44.793709,45.188557,44.458698,45.094559,45.094559,1739835590
2020-06-14,45.103828,45.103828,43.891037,44.084526,44.084526,1782403292
2020-06-15,44.084526,44.202991,42.093731,43.914295,43.914295,2090717318
2020-06-16,43.908958,44.280727,43.485138,43.877258,43.877258,1841455099
2020-06-17,43.882442,44.814560,43.364269,44.032356,44.032356,1996899442
2020-06-18,44.032356,44.124050,43.141312,43.560131,43.560131,1576467272
2020-06-19,43.556366,43.684090,42.603638,42.679832,42.679832,1712639222
2020-06-20,42.646275,43.783642,42.631229,43.346813,43.346813,1500492583
2020-06-21,43.337345,43.755852,43.027027,43.087444,43.087444,1362753187
2020-06-22,43.109253,44.336441,43.072403,44.188004,44.188004,1659721584
2020-06-23,44.194988,44.318157,43.624378,44.179279,44.179279,1365925951
2020-06-24,44.188141,44.529106,42.709351,42.843826,42.843826,1493695398
2020-06-25,42.862835,43.026108,42.211456,42.563530,42.563530,1311840193
2020-06-26,42.564304,43.561878,41.756687,43.320786,43.320786,1714646169
2020-06-27,43.280907,43.451710,40.754646,41.555561,41.555561,1453347400
2020-06-28,41.555561,42.018311,40.778221,41.408268,41.408268,1337385786
2020-06-29,41.427532,41.998566,41.019760,41.851032,41.851032,1668680719
2020-06-30,41.743965,41.972664,41.025242,41.467793,41.467793,1390313389
2020-07-01,41.433540,42.190136,41.286537,41.699245,41.699245,1220528740
2020-07-02,41.736717,41.934643,40.656460,41.485733,41.485733,1339074369
2020-07-03,41.471855,41.681614,41.045391,41.205135,41.205135,1122905126
2020-07-04,41.173149,42.172905,41.134186,42.066532,42.066532,1173145659
2020-07-05,42.022160,42.158360,40.985237,41.598076,41.598076,1170070065
2020-07-06,41.598076,44.147392,41.495670,43.963493,43.963493,1743603778
2020-07-07,43.963493,44.224865,43.108757,43.318249,43.318249,1360983976
2020-07-08,43.318398,45.410004,43.172123,45.200745,45.200745,2161892498
2020-07-09,45.188488,45.708691,43.830112,44.537457,44.537457,1985305536
2020-07-10,44.505367,44.532307,43.546581,44.246117,44.246117,1840301462
2020-07-11,44.250656,44.706280,44.005146,44.677078,44.677078,1764984238
2020-07-12,44.687767,45.182644,44.060249,44.636101,44.636101,1598865182
2020-07-13,44.636101,45.306725,43.236671,43.919796,43.919796,1724704950
2020-07-14,43.969219,44.001564,43.140652,43.802864,43.802864,1882872130
2020-07-15,43.790375,44.009056,42.991428,43.278954,43.278954,1809900342
2020-07-16,43.263828,43.403973,41.474800,42.035439,42.035439,1543731673
2020-07-17,42.041271,42.341431,41.779114,41.912815,41.912815,1336746650
2020-07-18,41.908268,42.830250,41.782635,42.425865,42.425865,1141296421
2020-07-19,42.425865,42.697979,41.883610,42.552731,42.552731,1140767149
2020-07-20,42.551159,42.706463,41.642338,41.975811,41.975811,1152077279
2020-07-21,41.973995,43.928329,41.885818,43.616150,43.616150,1384220462
2020-07-22,43.606789,45.000843,43.319260,44.936115,44.936115,1383704376
2020-07-23,44.939594,45.466652,44.577511,44.850079,44.850079,1775727714
2020-07-24,44.850105,44.880478,44.058842,44.182541,44.182541,1620747746
2020-07-25,44.107262,49.162403,44.067894,48.804768,48.804768,2433671618
2020-07-26,48.836586,50.378803,47.715778,47.978718,47.978718,2587129920
2020-07-27,47.973759,54.931488,47.521111,52.950027,52.950027,3397559596
2020-07-28,53.060986,57.130966,51.903347,55.575207,55.575207,3293197775
2020-07-29,55.591705,56.692726,55.030090,55.172005,55.172005,2572759911
2020-07-30,55.100842,57.971043,54.076878,56.643112,56.643112,3015740898
2020-07-31,56.654850,58.738693,55.826443,57.998138,57.998138,2461431454
2020-08-01,57.998138,61.663177,57.504925,61.293224,61.293224,3124975567
2020-08-02,61.259525,64.459045,55.802589,56.641445,56.641445,3499183526
2020-08-03,56.624901,59.644955,56.136665,58.468903,58.468903,2250487587
2020-08-04,58.462353,59.415920,56.800510,57.533054,57.533054,2088598738
2020-08-05,57.576206,59.765854,57.117451,59.010708,59.010708,2144590019
2020-08-06,58.986931,60.563934,57.976067,59.164265,59.164265,2241049269
2020-08-07,59.148300,60.841263,55.871727,57.245533,57.245533,2756992175
2020-08-08,57.205868,58.542938,56.651360,58.129208,58.129208,1726820323
2020-08-09,58.228046,58.660080,56.499744,57.139030,57.139030,1601010110
2020-08-10,57.116756,59.242893,57.116756,58.288845,58.288845,2247183310
2020-08-11,58.288845,59.439777,53.231251,54.386845,54.386845,2754950222
2020-08-12,54.366390,55.558563,52.322857,54.968586,54.968586,2450391467
2020-08-13,54.988716,57.862003,52.348724,57.741318,57.741318,2843622469
2020-08-14,57.701302,57.980789,56.357327,56.753124,56.753124,2476128674
2020-08-15,56.726360,60.376156,56.726360,59.927811,59.927811,3063536363
2020-08-16,59.942123,64.289314,59.330772,63.826542,63.826542,3595771595
2020-08-17,63.826542,68.519516,61.881557,67.028038,67.028038,3997651594
2020-08-18,67.056160,68.032959,64.278191,65.527534,65.527534,3627257060
2020-08-19,65.554649,66.967186,59.573177,62.004627,62.004627,3345972244
2020-08-20,62.019966,63.530529,61.284641,62.966755,62.966755,2801314591
2020-08-21,62.905972,63.649986,59.173359,59.379021,59.379021,2911090515
2020-08-22,59.363056,60.461704,58.288548,60.311157,60.311157,2317942996
2020-08-23,60.262802,61.488960,58.340385,60.623260,60.623260,2315616100
2020-08-24,60.623260,62.820099,60.271561,62.199425,62.199425,2490426542
2020-08-25,62.215099,62.341969,57.267555,58.580666,58.580666,2625416624
2020-08-26,58.442039,58.992382,57.213589,58.358173,58.358173,2067102732
2020-08-27,58.298702,59.159904,54.795097,56.041016,56.041016,2212235187
2020-08-28,56.103962,58.167583,55.566372,57.354404,57.354404,2206041301
2020-08-29,57.438873,58.226944,57.130051,57.291733,57.291733,2006047086
2020-08-30,57.207737,62.798176,57.171024,62.725342,62.725342,2759602454
2020-08-31,62.844059,63.491257,60.751560,61.113796,61.113796,2561891272
2020-09-01,61.105076,64.183960,60.386982,62.882790,62.882790,2717986649
2020-09-02,62.871326,63.070721,57.139809,58.099648,58.099648,2790169260
2020-09-03,58.013084,58.530819,47.059383,47.774113,47.774113,2765272845
2020-09-04,47.779217,52.333023,47.185322,50.611977,50.611977,2851271830
2020-09-05,50.619232,51.318096,46.146461,47.589336,47.589336,2831766570
2020-09-06,47.596558,48.895569,46.622665,48.053574,48.053574,2075916067
2020-09-07,48.033924,49.071953,45.621662,48.770107,48.770107,2235340013
2020-09-08,48.805126,49.300014,46.202377,47.383801,47.383801,2314205963
2020-09-09,47.377357,48.846668,46.701378,47.897697,47.897697,1828181736
2020-09-10,47.923195,49.384384,47.903496,48.716854,48.716854,2001211524
2020-09-11,48.716854,49.409737,47.402073,49.089752,49.089752,1835173089
2020-09-12,49.057728,51.221138,48.672417,50.817154,50.817154,1588978329
2020-09-13,50.760929,50.931419,47.525314,48.066036,48.066036,1785910878
2020-09-14,48.049660,49.944817,47.438557,49.090122,49.090122,1786276098
2020-09-15,49.117363,50.144680,48.347805,48.390099,48.390099,1663112038
2020-09-16,48.459633,48.792355,47.467407,47.933434,47.933434,1674030602
2020-09-17,47.980671,49.479813,47.875195,48.877068,48.877068,1701721113
2020-09-18,48.828274,49.077709,47.791714,48.462814,48.462814,1135775840
2020-09-19,48.481586,49.032795,48.208038,48.676830,48.676830,961716690
2020-09-20,48.667938,48.670559,46.431103,47.100529,47.100529,1033913350
2020-09-21,47.129139,47.649158,42.543270,43.390221,43.390221,1923483523
2020-09-22,43.359463,44.765404,43.117298,44.545048,44.545048,1078696494
2020-09-23,44.565754,45.007458,42.735256,43.042057,43.042057,1330940959
2020-09-24,43.042057,45.148335,42.746922,44.961006,44.961006,1129884292
2020-09-25,45.048149,46.444870,44.203842,46.008736,46.008736,1159558918
2020-09-26,45.980480,46.432858,45.432365,46.131226,46.131226,1001047365
2020-09-27,46.049644,46.476425,44.889709,46.010441,46.010441,995464294
2020-09-28,46.063644,46.906715,45.218987,45.270672,45.270672,1157658930
2020-09-29,45.251110,45.809437,45.104984,45.698059,45.698059,985360576
2020-09-30,45.720242,46.613907,45.525665,46.284039,46.284039,1107615079
2020-10-01,46.233166,48.416821,45.780666,46.283146,46.283146,1537701155
2020-10-02,46.283146,46.914402,44.019604,44.979713,44.979713,1802776660
2020-10-03,44.985764,46.074318,44.913029,45.653278,45.653278,1136535215
2020-10-04,45.661476,46.987717,45.492607,46.750809,46.750809,1212072761
2020-10-05,46.744411,47.007954,45.771568,46.379387,46.379387,1370928815
2020-10-06,46.361366,48.066715,45.762016,46.023781,46.023781,1898987866
2020-10-07,46.023781,46.882877,45.376209,46.674709,46.674709,1261306261
2020-10-08,46.635387,47.495369,45.865871,47.238403,47.238403,1445771028
2020-10-09,null,null,null,null,null,null
2020-10-10,47.777119,50.408005,47.777119,48.921097,48.921097,2781995604
2020-10-11,48.914909,51.243946,48.865318,50.727901,50.727901,2601103257
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,50.007183,50.975620,49.415432,49.846489,49.846489,2213563866
2020-10-15,49.825611,50.248791,49.058960,49.490372,49.490372,2340485565
2020-10-16,49.534931,49.901913,46.212376,47.692875,47.692875,2331529601
2020-10-17,47.747189,47.747189,46.746178,47.053928,47.053928,2169301016
2020-10-18,47.059418,47.878197,46.973389,47.619545,47.619545,2636565895
2020-10-19,47.641457,48.496487,46.994373,48.098915,48.098915,1771107656
2020-10-20,48.102547,48.440239,46.685162,47.051029,47.051029,1757468523
2020-10-21,47.062843,54.548412,47.055691,53.045330,53.045330,3534993796
2020-10-22,53.015892,56.060555,53.009575,54.267277,54.267277,3814584794
2020-10-23,54.299412,56.667805,53.182617,55.238689,55.238689,3519541892
2020-10-24,55.238728,59.325233,54.814545,59.095589,59.095589,3899047277
2020-10-25,59.095585,59.770901,56.661301,58.674801,58.674801,3725652470
2020-10-26,58.674820,59.097111,55.213219,56.745777,56.745777,3701855843
2020-10-27,56.745750,58.885128,56.510864,57.816051,57.816051,3431678162
2020-10-28,57.816078,60.302204,54.710865,55.742512,55.742512,3786206312
2020-10-29,55.742558,56.304310,53.460052,54.765854,54.765854,3010404352
2020-10-30,54.765961,55.570557,52.526627,53.835033,53.835033,2563994174
2020-10-31,53.835037,56.105198,53.533382,55.590260,55.590260,2657420659
2020-11-01,55.590260,55.974216,54.259636,55.587624,55.587624,2045991010
2020-11-02,55.587322,56.710835,53.205944,53.817482,53.817482,3019889902
2020-11-03,53.817410,54.272400,51.648445,53.819622,53.819622,2580300879
2020-11-04,53.819469,55.007088,51.606560,54.499104,54.499104,3050534139
2020-11-05,54.501873,59.223793,54.501873,58.678497,58.678497,3250514599
2020-11-06,58.676193,63.280354,58.465351,63.131111,63.131111,4083503373
2020-11-07,63.131111,64.402084,57.592213,59.143646,59.143646,4320946722
2020-11-08,59.143646,61.812820,58.881237,61.055046,61.055046,2560316021
2020-11-09,61.055016,61.776428,57.842327,59.363884,59.363884,2791720300
2020-11-10,59.365467,59.657387,57.597496,58.237343,58.237343,2269831643
2020-11-11,58.237267,60.548317,58.204983,59.515030,59.515030,2580790979
2020-11-12,59.514549,60.449734,58.305347,60.365379,60.365379,2506731801
2020-11-13,60.364937,66.021179,60.311874,65.457199,65.457199,4324936978
2020-11-14,65.457199,65.836067,61.926991,63.774151,63.774151,2879859655
2020-11-15,63.774155,64.146866,61.234520,62.279922,62.279922,2565763410
2020-11-16,62.279919,71.997322,62.171036,71.326248,71.326248,5089779254
2020-11-17,73.501122,76.434593,71.234772,75.852341,75.852341,5781117491
2020-11-18,75.849861,76.447357,69.628525,73.694939,73.694939,6120728271
2020-11-19,73.695679,83.212341,71.796600,81.683670,81.683670,6615851204
2020-11-20,81.683632,85.174995,80.265350,82.583153,82.583153,6264878329
2020-11-21,82.583153,88.003593,80.650879,86.410118,86.410118,6565673514
2020-11-22,86.410118,87.643806,79.646095,82.704208,82.704208,6285046852
2020-11-23,82.704285,90.164413,81.185165,89.039314,89.039314,7198913664
2020-11-24,89.032753,93.576019,86.831665,89.205376,89.205376,7748145325
2020-11-25,89.203506,90.411552,79.864098,81.880127,81.880127,6033297331
2020-11-26,81.875198,83.072678,65.225349,70.865723,70.865723,8965913476
2020-11-27,70.884369,73.463661,65.952522,69.123871,69.123871,5874999214
2020-11-28,69.131828,74.833565,68.552994,72.692963,72.692963,4784394518
2020-11-29,72.699623,80.783401,71.732857,79.235069,79.235069,5314384738
2020-11-30,79.210464,88.128998,77.067017,87.574631,87.574631,6812463307
2020-12-01,87.576599,92.276779,81.314209,85.435768,85.435768,9818290618
2020-12-02,85.437561,90.105362,83.395226,88.856514,88.856514,7713268210
2020-12-03,88.876465,91.123352,85.807320,89.098969,89.098969,6014261404
2020-12-04,89.103928,89.602104,78.769203,80.017075,80.017075,5444117736
2020-12-05,80.007393,84.168556,79.154488,83.118729,83.118729,4517680975
2020-12-06,83.115913,85.037163,80.602432,83.555336,83.555336,3454805957
2020-12-07,83.545494,86.726448,81.933228,83.624062,83.624062,4312326196
2020-12-08,83.616470,84.714005,75.976501,76.748657,76.748657,4230876095
2020-12-09,76.738403,78.099937,72.618980,77.410980,77.410980,4239672634
2020-12-10,77.412209,77.575325,73.471329,74.829559,74.829559,3007098971
2020-12-11,74.825752,74.854874,70.231308,72.087334,72.087334,3761860017
2020-12-12,72.078712,77.519981,72.078712,76.706894,76.706894,2966684035
2020-12-13,76.713165,83.889015,75.659302,82.000641,82.000641,3845040543
2020-12-14,82.029449,82.874458,79.426796,82.363159,82.363159,3459910049
2020-12-15,82.364372,84.708344,80.699722,81.400673,81.400673,3727495996
2020-12-16,81.411545,92.846069,79.032356,92.789688,92.789688,6152647270
2020-12-17,92.799393,109.234642,91.140778,100.959572,100.959572,11165000706
2020-12-18,100.989052,112.250755,99.550888,109.384506,109.384506,10096427749
2020-12-19,109.365532,123.755432,105.686012,120.558907,120.558907,9859343632
2020-12-20,120.492813,122.735420,110.772957,114.665993,114.665993,8652067110
2020-12-21,114.668312,118.015129,101.599091,105.005394,105.005394,9903839433
2020-12-22,104.950577,114.029572,98.868668,113.680367,113.680367,11221164987
2020-12-23,113.678970,116.887657,96.269661,101.817062,101.817062,12287537836
2020-12-24,101.895035,111.932869,99.606331,111.565399,111.565399,10108653753
2020-12-25,111.511726,128.025894,108.585609,126.983597,126.983597,11678543063
2020-12-26,127.079193,134.735138,125.133560,129.459198,129.459198,12680207148
2020-12-27,129.456619,138.319717,123.097404,127.516968,127.516968,14103307412
2020-12-28,127.588303,136.185074,127.071342,130.050339,130.050339,10248729547
2020-12-29,130.033264,130.608582,121.187202,129.040802,129.040802,9160551332
2020-12-30,129.061859,132.450119,123.444344,129.466080,129.466080,8127317345
2020-12-31,129.480286,130.166245,123.036484,124.690323,124.690323,6274573135
2021-01-01,124.672768,133.185760,123.328079,126.230347,126.230347,7326980728
2021-01-02,126.272964,140.372574,123.693619,136.944885,136.944885,10532067985
2021-01-03,136.949402,163.898636,135.739914,160.190582,160.190582,15385661271
2021-01-04,160.271164,173.027817,143.623962,154.807327,154.807327,13659785704
2021-01-05,154.897552,162.850189,147.400070,158.594772,158.594772,10192818976
2021-01-06,158.665970,169.657455,155.452866,169.016922,169.016922,10743884477
2021-01-07,169.068222,180.873383,162.806549,169.615952,169.615952,13099581396
2021-01-08,169.641525,181.766632,151.650253,173.279877,173.279877,14705614969
2021-01-09,173.253754,179.090073,164.152481,177.483932,177.483932,11136779198
2021-01-10,177.477188,185.780350,163.784790,171.114838,171.114838,12774461582
2021-01-11,171.094833,171.094833,114.956459,139.252228,139.252228,17994263494
2021-01-12,139.079987,146.716385,128.926590,132.635910,132.635910,11898878222
2021-01-13,132.658936,147.877899,126.862045,147.421341,147.421341,8421748673
